FEAT_0,FEAT_1,FEAT_2,FEAT_3,FEAT_4,FEAT_5,FEAT_6,FEAT_7,FEAT_8,FEAT_9,FEAT_10,FEAT_11,FEAT_12,FEAT_13,FEAT_14,FEAT_15,FEAT_16,FEAT_17,CATEGORY
0.62,JOB_A,1,1,-0.62,6,7,0.56,0.07,3,0,0.2,0.6,-0.6,2,CITY_A,0.1,0.72,2
0.8,JOB_C,0,3,-0.8,4,7,0.62,0.02,6,10,0.5,0.5,-0.5,7,CITY_A,0.05,0.01,0
0.22,JOB_A,0,1,-0.22,2,7,0.07,0.56,1,5,0.2,1,-1,1,CITY_A,0.95,0.9,2
0.45,JOB_B,1,3,-0.45,1000,2,0.56,0.18,6,6,0.9,0.6,-0.6,3,CITY_A,0.57,0.48,0
0.73,JOB_A,0,5,-0.73,1,0,0.18,0.44,4,6,0.7,0.8,-0.8,10,CITY_A,0.16,0.38,0
0.07,JOB_A,1,4,-0.07,8,1,0.65,0.39,,8,0.5,0.3,-0.3,9,CITY_A,0,0.02,0
0.01,JOB_A,0,2,-0.01,9,7,0.32,0.37,5,3,0.3,0.9,-0.9,3,CITY_A,0.86,0.02,1
0.4,JOB_A,2,3,-0.4,2,4,0.74,0.01,,3,0.5,1,-1,3,CITY_A,0.11,0.55,1
0.88,JOB_A,0,2,-0.88,3,9,0.01,0.41,,5,0.6,0.4,-0.4,9,CITY_A,0.01,0.4,1
0.14,JOB_C,1,3,-0.14,0,6,0.59,0.01,6,4,0.2,0.8,-0.8,1,CITY_A,0.77,0.37,2
0.06,JOB_A,0,3,-0.06,2,4,0.59,0.24,8,3,0.6,0.5,-0.5,6,CITY_A,0.61,0.8,0
0.45,JOB_A,0,4,-0.45,6,6,0.49,0.03,3,4,0.6,0.7,-0.7,6,CITY_A,0.83,0.11,0
0.15,JOB_C,1,3,-0.15,1000,7,0.67,0.76,10,9,0.1,0.5,-0.5,5,CITY_A,0.53,0.02,2
0.13,JOB_A,2,4,-0.13,2,5,0.19,0,3,6,0.4,0.6,-0.6,4,CITY_A,0.96,0.59,3
0.57,JOB_D,2,2,-0.57,3,1,0.06,0.06,9,5,0.6,0.2,-0.2,1,CITY_A,0,0.48,0
0.66,JOB_A,1,5,-0.66,0,0,0.15,0.46,7,9,0.5,0.8,-0.8,3,CITY_A,0,0.05,1
0.01,JOB_A,1,3,-0.01,1000,5,0.06,0.23,9,8,0.9,0.6,-0.6,8,CITY_A,0.11,0.58,0
0,JOB_C,2,2,0,8,8,0.76,0.94,10,7,0.4,0.9,-0.9,2,CITY_A,0.82,0.11,3
0.57,JOB_A,0,5,-0.57,9,8,0.25,0.82,9,3,1,0.1,-0.1,1,CITY_A,0.16,0.19,1
0.03,JOB_D,0,4,-0.03,0,5,0.37,0.15,0,9,0.9,0.6,-0.6,6,CITY_A,0.33,0.13,0
0.94,JOB_A,1,1,-0.94,2,2,0.19,0.13,2,7,0.9,0.8,-0.8,2,CITY_A,0.54,0.43,1
0.9,JOB_C,2,5,-0.9,1,6,0.01,0.01,1,7,0,0.2,-0.2,8,CITY_A,0.51,0.03,2
0.91,JOB_B,1,5,-0.91,9,1,0.94,0.04,0,1,0.4,0.7,-0.7,6,CITY_A,0.63,0.23,1
0.01,JOB_B,0,1,-0.01,8,8,0.17,0.49,5,4,0.4,0.6,-0.6,1,CITY_A,0.02,0.72,1
0.42,JOB_A,2,4,-0.42,3,8,0.95,0.05,0,4,0,0.5,-0.5,2,CITY_A,0.46,0.85,3
0.12,JOB_A,1,1,-0.12,10,7,0.46,0.06,3,6,0.6,0.3,-0.3,3,CITY_A,0.54,0.53,0
0.45,JOB_C,2,3,-0.45,8,9,0.14,0.07,9,5,0.3,0.8,-0.8,5,CITY_A,0.01,0.35,3
0.99,JOB_A,2,3,-0.99,8,9,0.26,0.73,1,6,0.3,0.5,-0.5,7,CITY_A,0.47,0.35,3
0.21,JOB_A,2,1,-0.21,3,2,0.57,0.31,10,10,0.5,0.7,-0.7,9,CITY_A,0.47,0.39,1
0.56,JOB_D,1,2,-0.56,6,0,0.02,0,,10,1,0.7,-0.7,0,CITY_A,0.82,0.18,0
0.06,JOB_B,1,1,-0.06,2,5,0.04,0.96,3,0,0.8,0.2,-0.2,7,CITY_A,0.41,0.88,0
0.02,JOB_A,1,5,-0.02,6,6,0.01,0,7,3,0.6,0.2,-0.2,6,CITY_A,0.14,0.98,0
0.01,JOB_A,0,3,-0.01,6,5,0.67,0.1,4,5,0.3,0,0,4,CITY_A,0.24,0.51,1
0.7,JOB_C,1,2,-0.7,7,9,0.26,0.1,,3,0.3,1,-1,6,CITY_A,0.38,0.37,2
0.25,JOB_A,1,2,-0.25,5,2,0.01,0.1,5,1,0.8,0.7,-0.7,6,CITY_A,0.7,0.15,0
0,JOB_C,0,3,0,6,9,0,0,6,3,0,0.8,-0.8,4,CITY_A,0.68,0.06,1
0.58,JOB_A,2,3,-0.58,5,4,0.12,0.21,9,3,0.2,0.3,-0.3,0,CITY_A,0.58,0.46,3
0.11,JOB_A,1,3,-0.11,10,10,0.34,0.35,10,10,0.9,0.4,-0.4,9,CITY_A,0.08,0.29,1
0.34,JOB_A,1,3,-0.34,8,2,0.02,0.06,1,10,0.2,0.2,-0.2,5,CITY_A,0.96,0.13,2
0,JOB_B,2,1,0,9,5,0.31,0.03,2,10,0,0.2,-0.2,4,CITY_A,0.1,0.68,3
0.89,JOB_A,1,3,-0.89,1,4,0.1,0.1,8,6,0.1,0.5,-0.5,7,CITY_A,0,0.46,2
0.02,JOB_B,1,3,-0.02,0,1,0.75,0.51,7,8,0.5,0.7,-0.7,1,CITY_A,0.07,0.26,0
0.17,JOB_D,1,5,-0.17,7,3,0.59,0.11,8,2,0.6,0.5,-0.5,3,CITY_A,0.05,0.05,0
0.5,JOB_A,1,2,-0.5,9,1,0.2,0.21,5,3,0.8,0.2,-0.2,0,CITY_A,0.08,0.02,0
0.09,JOB_B,0,3,-0.09,6,5,0.57,0.27,2,9,0.4,0.2,-0.2,4,CITY_A,0.41,0.54,1
0.59,JOB_A,1,3,-0.59,9,1,0.05,0,7,7,0.6,0.6,-0.6,1,CITY_A,0.24,0.04,0
0.03,JOB_B,1,2,-0.03,9,1,0.04,0.92,9,6,0.9,0.5,-0.5,7,CITY_A,0,0.57,0
0.09,JOB_B,1,5,-0.09,9,6,0.01,0.35,7,10,0.8,0.6,-0.6,9,CITY_A,0.01,0.04,0
0.2,JOB_D,1,3,-0.2,3,5,0.48,0.86,4,4,0.8,0.2,-0.2,4,CITY_A,0.04,0.05,1
0.03,JOB_B,0,1,-0.03,5,9,0.84,0.6,1,6,0.1,0.2,-0.2,7,CITY_A,0.73,0.25,1
0.48,JOB_D,0,3,-0.48,7,1,0.46,0.01,3,0,0.5,0.6,-0.6,1,CITY_A,0.2,0.11,0
0,JOB_A,1,2,0,7,0,0.04,0.28,,1,0.7,0.5,-0.5,1,CITY_A,0.01,0.19,0
0.44,JOB_A,1,2,-0.44,8,1,0.58,0.01,8,4,0,0.8,-0.8,10,CITY_A,0.39,0.44,1
0.67,JOB_C,1,3,-0.67,5,1,0.59,0.89,2,9,0.2,0.5,-0.5,10,CITY_A,0.72,0.86,3
0.4,JOB_B,1,4,-0.4,9,6,0.75,0.43,10,0,0.5,0.3,-0.3,5,CITY_A,0.47,0.01,1
0.04,JOB_B,1,1,-0.04,1000,5,0,0.27,6,1,0.7,0.4,-0.4,7,CITY_A,0.42,0.07,0
0.34,JOB_A,1,1,-0.34,3,3,0.13,0.99,0,7,0.3,0.9,-0.9,8,CITY_A,0.03,0.06,3
0,JOB_C,1,2,0,1000,6,0.02,0.1,10,4,0.9,0.9,-0.9,8,CITY_A,0.17,0.37,0
0.28,JOB_A,2,5,-0.28,8,8,0.21,0.83,4,5,0.4,0.8,-0.8,7,CITY_A,0.02,0.33,3
0.33,JOB_A,0,4,-0.33,2,0,0.96,0.19,6,7,0.5,0.2,-0.2,6,CITY_A,0.74,0.93,0
0.07,JOB_B,2,4,-0.07,3,3,0,0.03,9,10,0.3,0.3,-0.3,0,CITY_A,0.13,0.31,2
0.5,JOB_C,1,1,-0.5,6,8,0.73,0.12,2,9,0.8,0.5,-0.5,2,CITY_A,0.71,0.31,1
0.01,JOB_C,0,2,-0.01,2,3,0.1,0.31,5,1,0.2,0.5,-0.5,3,CITY_A,0.5,0.55,0
0.2,JOB_A,1,3,-0.2,7,1,0.08,0.05,1,9,0.1,0.8,-0.8,9,CITY_A,0.11,0.03,1
0.27,JOB_B,0,4,-0.27,10,9,0.59,0.47,2,10,0.5,0.2,-0.2,6,CITY_A,0.78,0.37,1
0.03,JOB_C,1,5,-0.03,9,10,0.81,0.06,3,10,0.2,0.4,-0.4,4,CITY_A,0.49,0.98,2
0.02,JOB_A,1,3,-0.02,5,1,0.87,0.69,9,6,0.9,0.4,-0.4,0,CITY_A,0.24,0.2,0
0.52,JOB_D,1,2,-0.52,6,3,0.23,0.67,5,9,0.6,0.9,-0.9,4,CITY_A,0.94,0.25,1
0.98,JOB_B,2,2,-0.98,1000,2,0.42,0.93,8,9,0.2,0.8,-0.8,2,CITY_A,0.02,0.29,3
0.13,JOB_C,2,4,-0.13,0,2,0,0.43,8,1,0.2,0.4,-0.4,6,CITY_A,0.41,0.45,2
0.02,JOB_A,2,4,-0.02,3,9,0.2,0.04,,6,0.2,0.4,-0.4,1,CITY_A,0.02,0,3
0.2,JOB_A,1,2,-0.2,8,8,0.95,0.58,,0,0.3,0.4,-0.4,0,CITY_A,0.09,0.44,2
0,JOB_A,2,3,0,5,1,0.98,0.13,1,0,0.1,0.6,-0.6,10,CITY_A,0.96,0,2
0.18,JOB_B,1,2,-0.18,2,0,0.19,0.19,2,6,0.9,0.4,-0.4,0,CITY_A,0.08,0.6,0
0.95,JOB_D,0,4,-0.95,0,9,0.25,0.27,1,8,0.2,0.1,-0.1,8,CITY_A,0.33,0.17,2
0.01,JOB_B,2,1,-0.01,7,2,0.25,0.53,6,3,0.5,0.5,-0.5,1,CITY_A,0.56,0.44,1
0.03,JOB_D,2,2,-0.03,0,9,0.02,0,5,8,0.1,0.5,-0.5,9,CITY_A,0.02,0.93,3
0.54,JOB_A,1,4,-0.54,3,3,0.88,0.87,3,5,0.4,0.6,-0.6,10,CITY_A,0.01,0.02,3
0,JOB_D,1,2,0,1,1,0.16,0.43,8,2,0.6,0.2,-0.2,9,CITY_A,0.94,0.67,0
0,JOB_A,1,3,0,1,2,0.01,0.33,7,3,0.6,0.3,-0.3,6,CITY_A,0.48,0.15,0
0.6,JOB_B,1,3,-0.6,2,6,0.66,0.01,2,4,0.6,0.8,-0.8,6,CITY_A,0.11,0.02,0
0.09,JOB_A,2,5,-0.09,4,1,0.93,0.11,2,7,0.1,0.8,-0.8,2,CITY_A,0.66,0,2
0,JOB_D,1,4,0,1,2,0.78,0.66,10,10,0.9,0.3,-0.3,7,CITY_A,0.33,0.45,0
0.74,JOB_A,2,3,-0.74,1000,1,0.84,0.03,2,0,0.4,0.2,-0.2,9,CITY_A,0,0.06,2
0.68,JOB_C,1,3,-0.68,1,1,0.67,0.85,4,4,0.6,0.9,-0.9,8,CITY_A,0.67,0.54,2
0.41,JOB_D,1,2,-0.41,5,4,0.08,0.08,4,8,0.5,0.6,-0.6,1,CITY_A,0.06,0.3,0
0.06,JOB_D,1,4,-0.06,1,5,0,0.58,6,1,0,0.2,-0.2,3,CITY_A,0,0.4,1
0.39,JOB_A,1,2,-0.39,7,2,0.51,0.48,7,6,0.5,0,0,7,CITY_A,0.71,0.01,1
0.15,JOB_B,1,2,-0.15,9,3,0.16,0.39,6,7,0.7,0.2,-0.2,1,CITY_A,0.19,0.22,0
0.19,JOB_D,0,1,-0.19,1,6,0.04,0.1,7,1,0.6,0.2,-0.2,2,CITY_A,0.9,0.03,0
0.62,JOB_B,0,3,-0.62,6,7,0.04,0.99,2,10,0.3,0.5,-0.5,1,CITY_A,0.04,0.05,3
0.22,JOB_D,2,3,-0.22,6,1,0.23,0.15,3,7,0.3,0.5,-0.5,5,CITY_A,0.1,0.17,2
0.18,JOB_A,2,4,-0.18,0,1,0.01,0.57,5,1,0.7,0.6,-0.6,9,CITY_A,0.22,0.55,1
0.83,JOB_A,1,4,-0.83,1,6,0.42,0.16,9,1,0.3,0.9,-0.9,5,CITY_A,0.06,0.81,2
0.03,JOB_D,2,2,-0.03,7,4,0.02,0.25,2,0,0.6,0.8,-0.8,7,CITY_A,0.21,0.04,0
0.45,JOB_C,2,3,-0.45,3,10,0.22,0.45,8,8,0.3,0.4,-0.4,3,CITY_A,0,0.2,3
0.02,JOB_A,2,2,-0.02,9,3,0.15,0.01,2,10,0.5,0.9,-0.9,2,CITY_A,0.04,0.2,1
0.01,JOB_B,1,4,-0.01,3,10,0,0.56,9,1,0.5,0.2,-0.2,3,CITY_A,0.19,0.58,0
0.25,JOB_A,0,3,-0.25,6,7,0.03,0.62,6,7,0.3,0.2,-0.2,1,CITY_A,0.62,0.19,2
0.47,JOB_C,1,2,-0.47,3,9,0.25,0.18,7,7,0.5,0.6,-0.6,10,CITY_A,0.41,0.69,1
0.28,JOB_D,2,4,-0.28,4,5,0,0.16,3,7,0.8,0.3,-0.3,4,CITY_A,0.03,0.02,1
0.53,JOB_B,1,5,-0.53,7,10,0.11,0.42,10,4,1,0.8,-0.8,5,CITY_A,0,0.01,1
0.03,JOB_C,1,2,-0.03,2,4,0.15,0.95,8,3,0.3,0.3,-0.3,9,CITY_A,0.88,0.53,1
0.81,JOB_C,1,1,-0.81,7,9,0.09,0.82,,3,0.6,1,-1,8,CITY_A,0.95,0.62,3
0.25,JOB_A,1,2,-0.25,8,3,0,0.05,7,0,0.1,0,0,3,CITY_A,0.44,0.39,1
0.11,JOB_A,1,2,-0.11,3,6,0.3,0.33,8,8,0.7,0.3,-0.3,9,CITY_A,0.04,0.09,0
0.57,JOB_B,2,1,-0.57,1000,6,0.12,0.46,3,10,0.9,1,-1,8,CITY_A,0.79,0,3
0.31,JOB_D,1,4,-0.31,10,3,0.13,0.35,7,3,0.5,0,0,3,CITY_A,0.06,0.34,0
0.56,JOB_B,1,3,-0.56,6,10,0.25,0.86,2,6,0.4,0.7,-0.7,5,CITY_A,0.08,0.75,3
0.94,JOB_B,2,5,-0.94,7,4,0.33,0.81,10,2,0.1,0.9,-0.9,6,CITY_A,0.41,0.53,3
0,JOB_C,0,2,0,3,5,0.92,0.69,2,5,0.2,0.4,-0.4,3,CITY_A,0.77,0.07,1
0.02,JOB_A,1,3,-0.02,6,5,0.36,0.71,8,4,0.9,0.8,-0.8,10,CITY_A,0.77,0.31,0
0.03,JOB_A,1,4,-0.03,9,1,0,0.83,6,8,0.3,0.8,-0.8,4,CITY_A,0.23,0.06,1
0.03,JOB_B,1,3,-0.03,0,6,0.37,0.89,1,2,0.6,0.2,-0.2,6,CITY_A,0.29,0.66,0
0.63,JOB_A,2,4,-0.63,6,2,0.2,0.52,1,7,0.1,0.5,-0.5,2,CITY_A,0.84,0,3
0.8,JOB_A,1,5,-0.8,1,10,0.28,0.47,5,2,1,0.6,-0.6,3,CITY_A,0.42,0.34,2
0.17,JOB_B,2,4,-0.17,1000,5,0.32,0.68,9,1,0.5,0.6,-0.6,1,CITY_A,0.07,0.02,1
0.37,JOB_D,1,2,-0.37,1000,0,0.22,0.26,9,1,0.8,0.5,-0.5,8,CITY_A,0.02,0.06,0
0.22,JOB_A,1,2,-0.22,8,10,0.81,0.76,10,7,0.3,0.8,-0.8,9,CITY_A,0.02,0.12,3
0.04,JOB_A,1,3,-0.04,2,5,0,0.71,7,2,0.2,1,-1,8,CITY_A,0,0.08,1
0.6,JOB_B,1,1,-0.6,7,5,0.72,0.27,5,6,0.9,0.9,-0.9,2,CITY_A,0.9,0.4,1
0.7,JOB_D,0,4,-0.7,8,1,0.98,0.04,10,7,0.1,0.9,-0.9,9,CITY_A,0.54,0.28,1
0.86,JOB_B,1,4,-0.86,0,3,0.22,0.06,0,1,0.9,0.3,-0.3,6,CITY_A,0.39,0.51,0
0.03,JOB_B,0,1,-0.03,2,9,0,0.44,9,7,0.1,0.9,-0.9,7,CITY_A,0.04,0.19,1
0.02,JOB_C,1,2,-0.02,1000,4,0.36,0.22,2,10,1,0,0,6,CITY_A,0.62,0.28,0
0.34,JOB_A,2,4,-0.34,8,4,0.9,0.28,,0,0.8,0.2,-0.2,5,CITY_A,0.21,0.21,1
0.46,JOB_A,1,3,-0.46,10,4,0.44,0,9,9,0.7,0.5,-0.5,1,CITY_A,0.36,0.49,0
0.44,JOB_B,1,2,-0.44,1000,6,0.04,0.34,5,4,0.8,0.1,-0.1,9,CITY_A,0.36,0.01,1
0.08,JOB_B,0,5,-0.08,0,3,0.29,0.04,6,3,0.1,0.3,-0.3,6,CITY_A,0.43,0.02,1
0.29,JOB_C,1,3,-0.29,4,4,0.51,0.62,0,8,0.4,0.5,-0.5,9,CITY_A,0.11,0.79,2
0.72,JOB_A,2,3,-0.72,5,10,0.02,0.13,,1,0.7,0.9,-0.9,9,CITY_A,0.97,0.14,2
0.45,JOB_D,2,1,-0.45,6,5,0.32,0.01,9,3,0.2,0.4,-0.4,5,CITY_A,0.09,0.11,2
0.03,JOB_A,1,3,-0.03,3,7,0.82,0.17,5,10,0.5,0.4,-0.4,6,CITY_A,0.53,0.38,1
0.7,JOB_A,1,2,-0.7,8,6,0.98,0.85,0,2,0,0.4,-0.4,7,CITY_A,0.04,0.01,3
0.77,JOB_B,1,3,-0.77,9,0,0.66,0,1,6,0,0.4,-0.4,5,CITY_A,0.97,0.1,1
0.36,JOB_C,1,2,-0.36,1,8,0.78,0.33,9,5,0.3,0.5,-0.5,1,CITY_A,0.02,0.02,2
0.02,JOB_A,1,3,-0.02,3,1,0.11,0,8,8,0.5,0,0,1,CITY_A,0.01,0.41,0
0.94,JOB_A,1,2,-0.94,3,2,0.11,0,6,5,0.6,0,0,4,CITY_A,0.17,0.88,0
0.29,JOB_B,2,1,-0.29,6,2,0.72,0.04,4,2,0.7,0.9,-0.9,4,CITY_A,0.03,0.26,0
0.31,JOB_A,0,2,-0.31,7,0,0.06,0.16,2,3,0.9,0.3,-0.3,3,CITY_A,0.56,0.09,0
0.12,JOB_A,0,3,-0.12,0,2,0.2,0.03,2,0,0.7,0.4,-0.4,3,CITY_A,0.72,0.39,0
0.13,JOB_A,2,1,-0.13,10,5,0.23,0.26,0,10,0.4,0.7,-0.7,10,CITY_A,0.87,0.97,3
0.12,JOB_A,2,1,-0.12,10,9,0.46,0.01,3,2,0.4,0.5,-0.5,7,CITY_A,0.13,0.19,3
0.71,JOB_B,1,2,-0.71,5,10,0.97,0.31,5,9,0.9,0.9,-0.9,5,CITY_A,0.49,0,2
0.93,JOB_A,2,2,-0.93,8,8,0,0.4,3,10,0.2,0.9,-0.9,5,CITY_A,0.17,0.42,3
0.4,JOB_B,2,2,-0.4,0,8,0.01,0.48,10,9,0.1,0.5,-0.5,6,CITY_A,0.01,0.59,3
0.23,JOB_B,1,2,-0.23,5,10,0.03,0.8,9,9,0.1,0.2,-0.2,10,CITY_A,0.5,0.33,3
0.02,JOB_D,0,4,-0.02,7,7,0.8,0,10,6,0.3,0.8,-0.8,1,CITY_A,0.97,0.86,1
0.93,JOB_B,1,2,-0.93,9,9,0.05,0.05,6,5,0.5,0.7,-0.7,6,CITY_A,0.02,0.2,1
0.52,JOB_A,1,4,-0.52,9,5,0.08,0.07,8,3,0.8,0.3,-0.3,4,CITY_A,0.11,0.63,0
0,JOB_C,2,4,0,1,3,0.79,0.04,2,9,0,0.1,-0.1,8,CITY_A,0.08,0.22,2
0.64,JOB_A,1,4,-0.64,5,2,0.06,0.08,1,6,0,0.7,-0.7,1,CITY_A,0.94,0.08,2
0.4,JOB_B,1,1,-0.4,7,0,0.97,0.61,4,0,0.1,0.3,-0.3,7,CITY_A,0.93,0.61,2
0.75,JOB_A,1,2,-0.75,1,2,0,0.1,5,9,0.7,0.3,-0.3,0,CITY_A,0.2,0.38,0
0.98,JOB_D,2,5,-0.98,1,1,0.01,0.04,5,8,0.1,0.8,-0.8,6,CITY_A,0.1,0.01,2
0,JOB_A,1,1,0,0,10,0,0.63,4,1,0.4,0.1,-0.1,4,CITY_A,0.34,0.63,2
0.42,JOB_A,0,3,-0.42,4,0,0.13,0.3,0,4,0.6,0.4,-0.4,5,CITY_A,0.05,0.52,0
0,JOB_A,1,3,0,10,2,0.01,0,5,4,0.8,0,0,3,CITY_A,0.07,0.95,0
0.32,JOB_B,1,3,-0.32,10,2,0.01,0.17,,8,0.7,0.6,-0.6,8,CITY_A,0,0.93,0
0.21,JOB_A,0,2,-0.21,8,3,0.36,0.51,,3,0.8,0.8,-0.8,4,CITY_A,0.1,0.51,0
0.34,JOB_A,0,5,-0.34,8,1,0.63,0.01,6,5,0.2,0.1,-0.1,1,CITY_A,0.23,0.29,0
0.21,JOB_A,1,2,-0.21,2,2,0.96,0.17,4,4,1,0.5,-0.5,5,CITY_A,0.13,0,0
0,JOB_B,1,2,0,4,4,0.01,0.12,7,2,0.5,0.6,-0.6,6,CITY_A,0.69,0.14,0
0.98,JOB_C,2,4,-0.98,10,9,0.15,0.7,6,1,0.2,0.6,-0.6,2,CITY_A,0.08,0.11,3
0.92,JOB_A,0,3,-0.92,4,5,0.05,0.2,8,1,0.9,0.6,-0.6,7,CITY_A,0.7,0.75,0
0.22,JOB_A,1,5,-0.22,10,4,0.07,0.49,,8,0.4,0.1,-0.1,7,CITY_A,0.5,0.73,2
0.13,JOB_B,0,5,-0.13,3,7,0.05,0.47,,6,0,0.1,-0.1,5,CITY_A,0.48,0.19,1
0.12,JOB_C,1,2,-0.12,7,2,0.7,0.88,6,10,0.7,0.9,-0.9,3,CITY_A,0.16,0.85,0
0.6,JOB_A,1,3,-0.6,2,9,0.08,0.05,9,5,0.6,0.2,-0.2,8,CITY_A,0.62,0.29,1
0.13,JOB_A,1,2,-0.13,5,3,0.01,0.37,2,10,0.3,0.7,-0.7,1,CITY_A,0,0.01,2
0.37,JOB_B,1,3,-0.37,9,0,0.54,0.94,,2,0,0.9,-0.9,0,CITY_A,0.85,0.08,3
0.72,JOB_A,0,2,-0.72,6,9,0.41,0.31,7,3,0.1,0.5,-0.5,7,CITY_A,0.46,0.35,2
0.46,JOB_B,0,3,-0.46,6,4,0.51,0.82,,8,0.3,0.3,-0.3,10,CITY_A,0.04,0.76,2
0.87,JOB_A,1,3,-0.87,2,5,0.15,0.68,9,7,0.8,0.7,-0.7,6,CITY_A,0.04,0.7,2
0.62,JOB_C,1,4,-0.62,10,3,0.11,0.54,,7,0.2,0.3,-0.3,10,CITY_A,0.33,0.1,3
0.38,JOB_A,1,3,-0.38,7,5,0.97,0.18,9,10,0.8,0.3,-0.3,10,CITY_A,0.22,0.42,1
0.83,JOB_A,1,1,-0.83,0,9,0.25,0.69,,4,0.1,0,0,3,CITY_A,0.47,0.45,3
0.27,JOB_B,1,3,-0.27,3,2,0.1,0.25,,10,0.4,0.2,-0.2,3,CITY_A,0.65,0.05,2
0.57,JOB_A,0,4,-0.57,0,9,0.05,0.23,0,3,0.4,0.4,-0.4,5,CITY_A,0.27,0.26,2
0,JOB_D,1,1,0,1,1,0.08,0.34,1,0,0.9,0.3,-0.3,6,CITY_A,0.77,0.02,0
0.04,JOB_A,1,1,-0.04,6,2,0.77,0.53,,6,0.6,0.3,-0.3,7,CITY_A,0.53,0.03,0
0.66,JOB_D,1,4,-0.66,6,7,0.05,0.46,3,7,0.1,0.9,-0.9,8,CITY_A,0.31,0.26,3
0,JOB_A,1,3,0,5,1,0.01,0.43,4,5,0.3,0.8,-0.8,5,CITY_A,0.17,0.08,1
0.03,JOB_A,1,2,-0.03,10,2,0.08,0.98,3,5,0.2,0.9,-0.9,0,CITY_A,0.01,0.1,1
0.73,JOB_C,2,2,-0.73,6,4,0.18,0.01,6,1,0.6,0.1,-0.1,6,CITY_A,0.67,0.71,0
0.03,JOB_A,0,1,-0.03,0,5,0.02,0.81,6,1,0.4,1,-1,10,CITY_A,0.28,0.53,1
0.25,JOB_C,1,5,-0.25,9,8,0.05,0.01,2,1,0.2,0.9,-0.9,5,CITY_A,0,0.07,2
0.03,JOB_A,1,5,-0.03,2,8,0.08,0.02,5,6,0.4,0.2,-0.2,9,CITY_A,0.04,0.09,2
0.02,JOB_A,1,4,-0.02,10,6,0.93,0.87,9,3,0.1,0.3,-0.3,3,CITY_A,0.04,0.77,2
0.61,JOB_C,1,5,-0.61,9,2,0.06,0.01,5,7,0.7,0.2,-0.2,8,CITY_A,0.14,0.01,0
0.05,JOB_A,0,4,-0.05,3,4,0.68,0.8,3,1,0.6,0.1,-0.1,7,CITY_A,0.3,0.17,0
0.73,JOB_A,0,2,-0.73,10,9,0.05,0.05,10,6,0.4,0.5,-0.5,4,CITY_A,0.32,0.09,2
0,JOB_A,0,4,0,7,6,0.06,0.06,10,3,0.3,0.3,-0.3,0,CITY_A,0.3,0.02,1
0.04,JOB_A,1,4,-0.04,9,7,0.06,0.29,5,4,0.1,0.8,-0.8,10,CITY_A,0.9,0.12,2
0.23,JOB_A,0,2,-0.23,7,6,1,0.05,9,7,0.5,1,-1,4,CITY_A,0.36,0.12,0
0.91,JOB_D,2,3,-0.91,0,1,0.02,0.53,2,8,0.4,0.5,-0.5,0,CITY_A,0.49,0.63,3
0.31,JOB_A,2,1,-0.31,1000,3,0.44,0.84,0,2,0.1,0.9,-0.9,2,CITY_A,0.6,0.07,3
0.19,JOB_A,0,2,-0.19,4,10,0.62,0.24,7,6,0.7,0.5,-0.5,10,CITY_A,0.26,0.3,0
0.36,JOB_C,0,2,-0.36,2,2,0.63,0.06,0,4,0.8,0.9,-0.9,4,CITY_A,0.47,0.8,0
0.55,JOB_B,1,3,-0.55,3,3,0.04,0.66,2,2,0.8,0,0,6,CITY_A,0.05,0.95,1
0.1,JOB_A,1,4,-0.1,1,8,0.15,0,1,6,0.4,0.9,-0.9,8,CITY_A,0.82,0.54,2
0,JOB_A,1,2,0,7,8,0.54,0.02,10,5,0.2,0.7,-0.7,6,CITY_A,0.01,0,2
0.08,JOB_B,0,2,-0.08,1000,8,0.73,0.54,,7,0.8,0.8,-0.8,7,CITY_A,0.14,0.03,0
0.17,JOB_C,0,1,-0.17,1,8,0.35,0.43,9,1,0.9,0.4,-0.4,9,CITY_A,0.24,0.36,0
0,JOB_C,0,3,0,8,1,0.31,0.12,10,4,0.1,0.3,-0.3,9,CITY_A,0.04,0.59,0
0.17,JOB_A,2,5,-0.17,0,5,0.1,0.25,0,0,0.5,0.9,-0.9,10,CITY_A,0.04,0.15,1
0.81,JOB_D,1,1,-0.81,9,10,0.01,0.27,7,8,0.5,0.1,-0.1,0,CITY_A,0.14,0.31,2
0.36,JOB_B,1,2,-0.36,6,10,0.03,0.78,8,6,0.3,0.8,-0.8,8,CITY_A,0.12,0.7,3
0.9,JOB_A,1,2,-0.9,9,2,0.29,0.05,5,7,0.2,0,0,2,CITY_A,0.11,0.26,1
0.03,JOB_C,1,4,-0.03,5,9,0.28,0.36,9,3,0.8,0.7,-0.7,5,CITY_A,0.04,0.66,0
0.06,JOB_A,1,1,-0.06,6,5,0.03,0.27,8,3,0.5,0,0,9,CITY_A,0.48,0.13,0
0.39,JOB_B,2,5,-0.39,6,6,0.94,0.8,7,2,0.9,0.8,-0.8,9,CITY_A,0.19,0.64,2
0.48,JOB_A,1,4,-0.48,9,4,0,0.08,2,6,0.4,0.5,-0.5,1,CITY_A,0.09,0.01,2
0,JOB_A,1,2,0,1,1,0.09,0.17,7,0,0.8,0.9,-0.9,5,CITY_A,0.95,0.16,0
0.07,JOB_A,0,4,-0.07,4,7,0.13,0.29,6,5,0,0.6,-0.6,0,CITY_A,0.86,0.27,1
